content_type,category,reaction_type,new_datetime,Score
GIF,animals,like,2021-05-18,50
GIF,animals,adore,2020-11-27,72
GIF,animals,peeking,2021-05-01,35
GIF,animals,dislike,2021-05-02,10
GIF,animals,love,2021-04-02,65
GIF,animals,intrigued,2021-01-31,45
GIF,animals,intrigued,2021-02-16,45
GIF,animals,interested,2021-04-01,30
GIF,animals,worried,2020-12-28,12
GIF,animals,want,2020-10-20,70
GIF,animals,heart,2020-11-09,60
GIF,animals,"super love",2020-11-11,75
GIF,animals,interested,2020-11-06,30
GIF,animals,adore,2020-12-29,72
GIF,animals,cherish,2020-10-27,70
GIF,animals,heart,2021-04-26,60
GIF,animals,like,2020-06-22,50
GIF,animals,like,2021-05-21,50
GIF,animals,like,2020-08-17,50
GIF,animals,"super love",2020-12-02,75
GIF,animals,want,2020-11-09,70
GIF,animals,want,2021-05-01,70
photo,travel,intrigued,2021-05-12,45
photo,travel,indifferent,2021-03-12,20
photo,travel,like,2021-05-02,50
photo,travel,intrigued,2021-05-28,45
photo,travel,heart,2021-01-11,60
photo,travel,hate,2020-08-09,5
photo,travel,like,2021-04-27,50
photo,travel,like,2020-08-05,50
photo,travel,intrigued,2020-07-21,45
photo,travel,interested,2020-08-03,30
photo,travel,hate,2021-02-24,5
photo,travel,love,2021-05-29,65
photo,travel,like,2020-07-09,50
photo,travel,cherish,2020-09-22,70
photo,travel,interested,2021-02-23,30
photo,travel,adore,2021-03-10,72
photo,travel,intrigued,2020-09-29,45
video,food,cherish,2020-12-08,70
video,food,want,2020-09-02,70
video,food,intrigued,2020-10-30,45
video,food,love,2021-06-10,65
video,food,cherish,2020-10-15,70
video,food,dislike,2021-02-27,10
video,food,worried,2020-07-11,12
video,food,worried,2020-07-14,12
video,food,indifferent,2021-02-06,20
video,food,hate,2020-12-09,5
video,food,want,2021-04-06,70
video,food,love,2021-05-31,65
video,food,peeking,2020-11-02,35
video,food,cherish,2020-08-09,70
video,food,hate,2021-01-01,5
video,food,love,2021-03-03,65
video,food,indifferent,2020-06-30,20
video,food,love,2020-08-18,65
video,food,intrigued,2020-07-02,45
video,food,"super love",2021-04-06,75
video,food,love,2021-04-15,65
video,food,intrigued,2020-07-17,45
video,food,adore,2021-05-28,72
video,food,like,2020-10-24,50
video,food,peeking,2021-04-16,35
video,food,heart,2021-05-02,60
video,food,"super love",2020-12-27,75
video,food,indifferent,2020-10-03,20
video,food,want,2020-09-12,70
video,food,indifferent,2021-04-24,20
video,food,indifferent,2020-08-22,20
video,food,want,2020-11-26,70
video,food,interested,2021-06-02,30
video,food,want,2021-01-16,70
video,food,love,2020-10-11,65
video,food,"super love",2021-02-26,75
video,food,"super love",2020-10-26,75
video,food,like,2021-02-14,50
video,food,like,2020-10-16,50
video,food,adore,2021-02-14,72
video,food,hate,2020-12-18,5
video,food,heart,2020-07-26,60
video,food,scared,2021-04-18,15
video,food,scared,2021-06-06,15
video,food,heart,2021-03-20,60
GIF,soccer,heart,2021-02-18,60
GIF,soccer,peeking,2021-05-13,35
GIF,soccer,want,2020-11-29,70
GIF,soccer,intrigued,2021-04-08,45
GIF,soccer,love,2021-06-13,65
GIF,soccer,heart,2021-01-07,60
GIF,soccer,worried,2020-10-15,12
GIF,soccer,hate,2020-10-13,5
GIF,soccer,want,2021-03-03,70
GIF,soccer,peeking,2020-06-18,35
GIF,soccer,want,2020-08-31,70
GIF,soccer,heart,2020-09-14,60
GIF,soccer,peeking,2021-04-04,35
GIF,soccer,dislike,2020-12-10,10
GIF,soccer,hate,2021-03-02,5
GIF,soccer,want,2021-02-15,70
GIF,soccer,cherish,2021-01-13,70
GIF,soccer,"super love",2021-03-07,75
GIF,soccer,hate,2020-11-02,5
GIF,soccer,worried,2021-02-01,12
GIF,soccer,scared,2021-03-07,15
GIF,soccer,want,2020-06-28,70
GIF,soccer,"super love",2021-05-04,75
GIF,soccer,worried,2020-09-17,12
GIF,soccer,indifferent,2020-11-20,20
GIF,soccer,heart,2021-01-05,60
GIF,soccer,interested,2021-05-31,30
GIF,soccer,adore,2021-01-15,72
GIF,soccer,cherish,2021-02-08,70
GIF,soccer,indifferent,2021-04-16,20
GIF,soccer,love,2020-10-28,65
GIF,soccer,heart,2020-11-29,60
GIF,soccer,hate,2020-07-12,5
GIF,soccer,indifferent,2021-04-28,20
GIF,soccer,"super love",2020-10-26,75
GIF,soccer,hate,2020-10-27,5
GIF,soccer,dislike,2020-08-12,10
GIF,dogs,heart,2021-02-02,60
GIF,dogs,worried,2021-04-26,12
GIF,dogs,indifferent,2021-05-21,20
GIF,dogs,heart,2020-07-26,60
GIF,dogs,like,2021-01-03,50
GIF,dogs,like,2020-10-30,50
GIF,dogs,want,2020-10-06,70
GIF,dogs,heart,2021-02-28,60
GIF,dogs,"super love",2020-11-07,75
GIF,dogs,adore,2020-07-26,72
GIF,dogs,"super love",2020-07-20,75
GIF,dogs,hate,2021-01-04,5
GIF,dogs,scared,2020-09-08,15
GIF,dogs,worried,2020-09-23,12
GIF,dogs,scared,2020-11-08,15
GIF,dogs,dislike,2020-07-10,10
GIF,dogs,hate,2020-07-17,5
GIF,dogs,indifferent,2020-07-27,20
GIF,dogs,peeking,2020-11-12,35
GIF,dogs,"super love",2021-02-09,75
GIF,dogs,cherish,2020-08-19,70
GIF,dogs,love,2020-10-13,65
GIF,dogs,peeking,2021-05-15,35
GIF,dogs,worried,2020-09-03,12
GIF,dogs,hate,2020-08-09,5
GIF,dogs,peeking,2020-11-24,35
GIF,dogs,like,2020-11-21,50
GIF,dogs,intrigued,2021-01-18,45
GIF,dogs,adore,2021-02-09,72
GIF,dogs,like,2020-07-10,50
GIF,dogs,want,2020-07-29,70
GIF,dogs,"super love",2021-02-10,75
GIF,dogs,hate,2021-04-08,5
GIF,dogs,cherish,2020-11-27,70
GIF,dogs,intrigued,2020-08-19,45
GIF,dogs,interested,2020-12-27,30
GIF,dogs,dislike,2020-06-21,10
GIF,dogs,peeking,2021-03-21,35
GIF,dogs,indifferent,2020-07-28,20
GIF,dogs,want,2021-05-01,70
GIF,dogs,want,2021-02-03,70
GIF,dogs,like,2020-11-14,50
GIF,dogs,love,2020-10-27,65
GIF,dogs,adore,2020-09-19,72
GIF,dogs,indifferent,2021-02-16,20
GIF,dogs,adore,2021-05-24,72
GIF,dogs,hate,2021-03-16,5
video,tennis,peeking,2020-08-04,35
video,tennis,adore,2021-01-12,72
video,tennis,scared,2021-01-31,15
video,tennis,dislike,2020-06-22,10
video,tennis,hate,2021-01-19,5
video,tennis,love,2020-08-15,65
video,tennis,love,2020-10-06,65
video,tennis,interested,2020-12-06,30
video,tennis,adore,2020-09-05,72
video,tennis,interested,2020-10-31,30
video,tennis,hate,2021-03-09,5
video,tennis,worried,2020-09-10,12
video,tennis,like,2020-12-05,50
video,tennis,want,2021-05-01,70
video,tennis,love,2021-03-09,65
video,tennis,adore,2021-02-07,72
video,tennis,"super love",2021-03-21,75
video,tennis,love,2020-07-11,65
video,tennis,indifferent,2020-12-28,20
video,tennis,intrigued,2021-01-26,45
video,tennis,adore,2021-05-13,72
video,tennis,dislike,2021-02-15,10
video,tennis,peeking,2021-03-20,35
video,tennis,indifferent,2021-01-21,20
video,tennis,scared,2021-01-11,15
video,tennis,heart,2020-09-09,60
video,tennis,scared,2021-04-11,15
video,tennis,heart,2021-02-26,60
video,tennis,hate,2020-12-27,5
video,tennis,love,2021-05-18,65
audio,food,peeking,2020-08-06,35
audio,food,"super love",2021-03-04,75
audio,food,adore,2021-02-13,72
audio,food,cherish,2021-04-14,70
audio,food,indifferent,2021-05-29,20
audio,food,cherish,2021-03-14,70
audio,food,interested,2021-06-09,30
audio,food,heart,2020-06-28,60
audio,food,worried,2021-06-12,12
audio,food,interested,2021-01-30,30
audio,food,want,2020-06-23,70
audio,food,dislike,2020-12-22,10
audio,food,hate,2021-01-27,5
audio,food,cherish,2020-12-14,70
audio,food,"super love",2020-07-08,75
audio,food,worried,2021-02-22,12
audio,food,peeking,2020-09-07,35
audio,food,scared,2020-11-27,15
audio,food,worried,2020-10-09,12
audio,food,heart,2020-10-30,60
audio,food,love,2021-03-24,65
audio,food,cherish,2021-01-20,70
audio,food,"super love",2020-06-18,75
audio,food,scared,2021-01-08,15
audio,food,dislike,2020-11-20,10
audio,food,heart,2020-08-11,60
audio,food,adore,2021-06-15,72
audio,food,peeking,2020-10-25,35
audio,food,indifferent,2020-10-14,20
audio,food,heart,2021-06-17,60
audio,food,love,2020-09-16,65
audio,food,"super love",2020-08-20,75
audio,food,interested,2021-05-19,30
audio,food,dislike,2021-05-01,10
audio,food,interested,2020-09-08,30
audio,food,worried,2020-10-26,12
audio,food,dislike,2020-07-08,10
video,tennis,interested,2020-07-08,30
video,tennis,adore,2020-07-29,72
video,tennis,want,2020-12-21,70
video,tennis,dislike,2021-05-21,10
video,tennis,like,2020-11-30,50
video,tennis,hate,2021-03-20,5
video,tennis,dislike,2021-04-20,10
video,tennis,indifferent,2020-06-22,20
video,tennis,intrigued,2020-10-11,45
video,tennis,like,2020-07-26,50
video,tennis,worried,2021-06-16,12
video,tennis,interested,2020-08-17,30
video,tennis,want,2021-04-06,70
video,tennis,dislike,2020-07-12,10
video,tennis,heart,2021-05-28,60
video,tennis,peeking,2021-04-01,35
video,tennis,heart,2020-09-19,60
video,tennis,like,2021-04-26,50
video,tennis,worried,2021-04-22,12
video,tennis,indifferent,2021-03-20,20
video,tennis,scared,2021-06-17,15
video,tennis,indifferent,2021-06-12,20
video,tennis,cherish,2021-04-18,70
video,tennis,cherish,2021-01-06,70
video,tennis,adore,2020-07-20,72
video,tennis,adore,2020-11-28,72
video,tennis,want,2020-09-13,70
video,tennis,adore,2021-04-23,72
video,tennis,heart,2021-04-10,60
video,tennis,dislike,2021-03-31,10
video,tennis,dislike,2021-03-13,10
video,tennis,interested,2021-03-10,30
video,tennis,like,2021-04-01,50
video,tennis,love,2020-12-27,65
video,tennis,heart,2020-11-27,60
video,tennis,intrigued,2021-03-20,45
video,tennis,scared,2021-02-23,15
video,tennis,want,2021-04-09,70
video,tennis,love,2020-10-29,65
video,tennis,worried,2020-12-21,12
video,tennis,"super love",2021-05-06,75
video,tennis,worried,2020-11-08,12
video,tennis,cherish,2021-03-08,70
video,tennis,dislike,2021-06-08,10
GIF,science,want,2020-10-12,70
GIF,science,indifferent,2020-08-15,20
GIF,science,love,2021-01-04,65
GIF,science,love,2021-03-14,65
GIF,science,hate,2020-10-23,5
GIF,science,dislike,2021-06-06,10
GIF,science,intrigued,2020-07-14,45
GIF,science,scared,2021-05-13,15
GIF,science,interested,2021-04-16,30
GIF,science,like,2021-01-02,50
GIF,science,worried,2020-09-17,12
GIF,science,worried,2021-03-15,12
GIF,science,scared,2020-07-11,15
GIF,science,like,2020-12-04,50
GIF,science,indifferent,2020-09-22,20
GIF,science,interested,2020-07-29,30
GIF,science,dislike,2020-09-29,10
GIF,science,intrigued,2021-06-08,45
audio,cooking,hate,2021-02-09,5
audio,cooking,love,2020-06-22,65
audio,cooking,love,2020-10-20,65
audio,cooking,love,2020-07-19,65
audio,cooking,scared,2020-07-22,15
audio,cooking,want,2021-03-06,70
audio,cooking,intrigued,2021-02-15,45
audio,cooking,interested,2021-01-20,30
audio,cooking,scared,2020-07-21,15
audio,cooking,scared,2020-11-07,15
audio,cooking,dislike,2021-02-16,10
audio,cooking,worried,2020-08-21,12
audio,cooking,adore,2021-03-04,72
audio,cooking,indifferent,2020-11-04,20
audio,cooking,want,2020-08-19,70
audio,cooking,"super love",2021-05-21,75
audio,cooking,intrigued,2021-03-24,45
audio,cooking,interested,2021-04-25,30
audio,cooking,adore,2020-09-04,72
audio,cooking,like,2020-10-24,50
audio,cooking,like,2021-01-02,50
audio,cooking,scared,2020-06-18,15
audio,cooking,heart,2020-08-05,60
audio,cooking,interested,2021-03-04,30
audio,cooking,heart,2020-12-25,60
audio,cooking,love,2021-03-23,65
photo,education,love,2021-01-29,65
photo,education,want,2021-06-14,70
photo,education,hate,2020-08-04,5
photo,education,indifferent,2020-11-26,20
photo,education,worried,2020-12-01,12
photo,education,cherish,2021-01-10,70
photo,education,hate,2020-11-30,5
photo,education,heart,2021-02-07,60
photo,education,indifferent,2020-09-02,20
photo,education,"super love",2021-03-27,75
photo,education,heart,2020-12-02,60
photo,education,intrigued,2020-08-02,45
photo,education,hate,2020-07-21,5
photo,education,adore,2020-10-27,72
photo,education,intrigued,2020-07-21,45
photo,education,peeking,2020-06-28,35
photo,education,love,2021-04-01,65
photo,education,love,2021-05-08,65
photo,education,indifferent,2020-08-16,20
photo,education,worried,2020-12-11,12
photo,education,peeking,2021-02-17,35
photo,education,peeking,2021-02-07,35
photo,education,worried,2021-01-18,12
photo,education,love,2020-10-02,65
photo,education,like,2021-06-07,50
photo,education,want,2021-01-28,70
photo,education,scared,2021-02-16,15
photo,education,peeking,2020-12-19,35
photo,education,adore,2021-03-02,72
photo,education,indifferent,2021-04-22,20
photo,education,peeking,2020-08-16,35
photo,education,dislike,2021-04-08,10
photo,education,love,2020-10-28,65
photo,education,heart,2021-06-04,60
photo,education,dislike,2021-04-07,10
photo,education,peeking,2020-08-13,35
photo,education,scared,2020-08-30,15
photo,education,worried,2021-05-17,12
photo,education,cherish,2021-03-17,70
photo,education,cherish,2020-08-06,70
photo,education,cherish,2020-10-01,70
photo,education,love,2020-12-24,65
photo,education,like,2020-08-23,50
GIF,food,intrigued,2020-10-16,45
GIF,food,heart,2021-04-13,60
GIF,food,indifferent,2020-10-29,20
GIF,food,heart,2021-03-27,60
GIF,food,dislike,2020-10-16,10
GIF,food,intrigued,2020-06-29,45
GIF,food,"super love",2020-08-12,75
GIF,food,interested,2021-01-11,30
GIF,food,cherish,2020-10-19,70
GIF,food,want,2020-10-15,70
GIF,food,worried,2020-10-07,12
GIF,food,heart,2021-04-13,60
GIF,food,want,2020-11-15,70
GIF,food,"super love",2021-02-07,75
GIF,food,scared,2020-10-02,15
GIF,food,"super love",2021-04-20,75
GIF,food,cherish,2020-09-05,70
GIF,food,cherish,2021-03-14,70
GIF,food,scared,2021-05-25,15
GIF,food,worried,2021-04-02,12
GIF,food,peeking,2021-02-11,35
GIF,food,cherish,2020-06-24,70
GIF,food,like,2020-08-07,50
GIF,food,hate,2021-06-02,5
GIF,food,want,2020-09-18,70
GIF,food,dislike,2021-04-11,10
GIF,food,scared,2020-08-19,15
GIF,food,like,2020-11-10,50
GIF,food,heart,2020-07-03,60
audio,travel,cherish,2020-11-24,70
audio,travel,heart,2020-08-08,60
audio,travel,interested,2021-04-01,30
audio,travel,want,2020-12-10,70
audio,travel,worried,2020-09-25,12
audio,travel,intrigued,2020-10-21,45
audio,travel,peeking,2021-05-07,35
audio,travel,peeking,2021-05-13,35
audio,travel,worried,2020-06-19,12
audio,travel,love,2021-03-23,65
audio,travel,heart,2020-09-01,60
audio,travel,cherish,2020-11-09,70
audio,travel,"super love",2021-05-09,75
audio,travel,intrigued,2020-11-06,45
audio,travel,"super love",2020-12-13,75
audio,travel,worried,2020-10-19,12
audio,travel,"super love",2021-04-23,75
audio,travel,want,2020-06-21,70
audio,travel,dislike,2020-07-15,10
audio,travel,intrigued,2020-11-13,45
audio,travel,like,2020-12-14,50
audio,travel,indifferent,2021-05-20,20
audio,travel,interested,2021-02-07,30
audio,travel,want,2020-11-06,70
audio,travel,love,2020-07-22,65
audio,travel,heart,2020-12-27,60
audio,travel,want,2021-03-03,70
audio,travel,indifferent,2021-04-28,20
audio,travel,scared,2020-08-03,15
audio,travel,adore,2020-09-11,72
audio,travel,"super love",2020-11-10,75
audio,travel,cherish,2020-08-25,70
audio,travel,hate,2020-09-12,5
audio,travel,like,2020-07-17,50
audio,travel,indifferent,2020-10-01,20
audio,travel,adore,2021-05-23,72
audio,travel,interested,2020-12-27,30
audio,travel,worried,2021-01-12,12
audio,travel,"super love",2021-06-06,75
audio,travel,dislike,2020-07-11,10
audio,travel,worried,2021-05-02,12
audio,travel,intrigued,2020-10-08,45
audio,travel,like,2021-04-18,50
audio,travel,cherish,2020-06-26,70
audio,travel,love,2020-11-30,65
audio,travel,worried,2020-07-29,12
audio,travel,peeking,2020-12-18,35
audio,travel,hate,2021-05-24,5
audio,travel,cherish,2020-09-12,70
audio,travel,like,2021-01-31,50
audio,travel,like,2021-04-23,50
audio,travel,want,2020-09-25,70
audio,travel,peeking,2020-11-18,35
audio,travel,heart,2020-07-15,60
audio,travel,peeking,2020-11-17,35
audio,travel,scared,2021-03-07,15
audio,travel,peeking,2021-01-05,35
audio,travel,like,2021-03-11,50
audio,travel,love,2021-01-27,65
audio,travel,interested,2021-06-15,30
audio,travel,worried,2021-01-05,12
audio,travel,cherish,2021-04-01,70
audio,travel,indifferent,2021-02-01,20
audio,travel,indifferent,2021-01-08,20
audio,travel,peeking,2020-11-01,35
audio,travel,dislike,2020-08-04,10
audio,travel,interested,2020-09-05,30
audio,travel,indifferent,2021-06-06,20
audio,travel,dislike,2021-06-13,10
audio,travel,adore,2020-10-31,72
audio,travel,interested,2020-07-10,30
GIF,animals,worried,2021-02-28,12
GIF,animals,adore,2020-07-07,72
GIF,animals,scared,2020-11-18,15
GIF,animals,hate,2021-05-11,5
GIF,animals,cherish,2021-03-06,70
GIF,animals,interested,2021-02-14,30
GIF,animals,adore,2021-06-15,72
GIF,animals,adore,2021-04-28,72
GIF,animals,love,2021-01-10,65
GIF,animals,dislike,2020-06-28,10
GIF,animals,dislike,2020-08-14,10
GIF,animals,love,2021-01-08,65
GIF,animals,heart,2020-07-02,60
GIF,animals,love,2021-01-17,65
GIF,animals,want,2021-04-08,70
GIF,animals,dislike,2021-06-05,10
GIF,animals,worried,2021-05-28,12
GIF,animals,hate,2021-02-26,5
GIF,animals,"super love",2021-05-25,75
GIF,animals,heart,2020-09-14,60
GIF,animals,peeking,2021-05-30,35
GIF,animals,heart,2021-03-02,60
GIF,animals,"super love",2020-11-13,75
GIF,animals,like,2020-11-17,50
GIF,animals,want,2021-04-24,70
GIF,animals,intrigued,2020-06-26,45
GIF,animals,scared,2021-05-19,15
GIF,animals,peeking,2020-09-03,35
video,dogs,want,2020-09-17,70
video,dogs,like,2021-02-13,50
video,dogs,dislike,2020-11-30,10
video,dogs,peeking,2020-11-17,35
video,dogs,like,2020-11-23,50
video,dogs,peeking,2021-02-05,35
video,dogs,intrigued,2020-10-02,45
video,dogs,peeking,2020-09-29,35
video,dogs,adore,2021-06-01,72
video,dogs,heart,2020-12-21,60
video,dogs,scared,2020-12-17,15
video,dogs,hate,2021-04-24,5
video,dogs,hate,2020-09-18,5
video,dogs,dislike,2020-11-04,10
video,dogs,scared,2021-03-06,15
video,dogs,indifferent,2021-04-25,20
video,dogs,heart,2021-03-11,60
video,dogs,peeking,2021-04-08,35
video,dogs,love,2020-08-31,65
video,dogs,"super love",2020-10-24,75
video,dogs,interested,2021-03-13,30
video,dogs,want,2020-11-23,70
video,dogs,scared,2020-11-29,15
video,dogs,indifferent,2020-08-11,20
video,dogs,hate,2021-05-06,5
video,dogs,peeking,2020-11-27,35
video,dogs,dislike,2020-11-17,10
audio,education,worried,2020-08-25,12
audio,education,dislike,2020-11-10,10
audio,education,interested,2021-04-22,30
audio,education,love,2021-04-10,65
audio,education,peeking,2020-09-25,35
audio,education,dislike,2020-10-11,10
audio,education,interested,2021-02-15,30
audio,education,intrigued,2020-09-28,45
audio,education,"super love",2021-02-28,75
audio,education,worried,2021-04-10,12
audio,education,adore,2021-01-12,72
audio,education,interested,2020-11-15,30
photo,veganism,love,2020-11-01,65
photo,veganism,peeking,2020-11-05,35
photo,veganism,adore,2020-12-25,72
photo,veganism,peeking,2021-06-02,35
photo,veganism,peeking,2020-07-31,35
photo,veganism,indifferent,2021-06-08,20
photo,veganism,want,2020-07-19,70
photo,veganism,dislike,2020-11-21,10
photo,veganism,adore,2020-12-20,72
photo,veganism,scared,2020-11-10,15
GIF,veganism,adore,2020-07-13,72
GIF,veganism,like,2021-05-15,50
GIF,veganism,worried,2020-11-16,12
GIF,veganism,adore,2020-11-22,72
GIF,veganism,love,2020-07-09,65
GIF,veganism,"super love",2020-06-21,75
GIF,veganism,peeking,2020-11-03,35
GIF,veganism,"super love",2020-08-02,75
GIF,veganism,adore,2020-12-23,72
GIF,veganism,peeking,2021-01-29,35
GIF,veganism,scared,2021-05-10,15
GIF,veganism,interested,2021-05-28,30
GIF,veganism,like,2021-04-21,50
GIF,veganism,heart,2021-05-03,60
GIF,veganism,worried,2021-01-18,12
GIF,veganism,hate,2020-08-03,5
GIF,veganism,dislike,2021-01-16,10
GIF,veganism,hate,2021-05-30,5
GIF,veganism,want,2021-04-16,70
GIF,veganism,"super love",2020-06-26,75
GIF,veganism,hate,2020-08-23,5
GIF,veganism,like,2021-03-27,50
GIF,veganism,worried,2020-12-03,12
GIF,veganism,adore,2020-08-11,72
GIF,veganism,hate,2020-08-22,5
audio,Animals,hate,2020-08-15,5
audio,Animals,adore,2020-09-16,72
audio,Animals,heart,2020-09-17,60
audio,Animals,love,2020-12-28,65
audio,Animals,"super love",2020-11-20,75
audio,Animals,heart,2021-04-15,60
audio,Animals,adore,2021-05-10,72
audio,Animals,interested,2021-01-06,30
audio,Animals,worried,2020-09-27,12
audio,Animals,peeking,2020-10-29,35
audio,Animals,heart,2021-02-07,60
audio,Animals,"super love",2020-11-18,75
audio,Animals,love,2021-01-21,65
audio,Animals,interested,2020-07-27,30
audio,Animals,hate,2021-01-06,5
audio,Animals,scared,2020-10-14,15
audio,Animals,intrigued,2021-01-17,45
audio,Animals,scared,2020-10-11,15
audio,Animals,worried,2020-11-08,12
audio,Animals,interested,2021-01-01,30
audio,Animals,love,2021-01-19,65
audio,Animals,peeking,2021-01-12,35
audio,Animals,indifferent,2020-10-05,20
audio,Animals,want,2021-05-31,70
audio,Animals,like,2020-07-10,50
audio,Animals,worried,2020-07-26,12
audio,Animals,interested,2020-11-14,30
video,fitness,scared,2021-02-11,15
video,fitness,like,2020-09-17,50
video,fitness,scared,2021-06-09,15
video,fitness,like,2020-09-28,50
video,fitness,dislike,2021-04-06,10
video,fitness,want,2021-02-25,70
video,fitness,heart,2021-02-24,60
video,fitness,worried,2020-11-26,12
video,fitness,hate,2021-05-20,5
video,fitness,want,2020-07-30,70
video,fitness,"super love",2020-10-12,75
video,fitness,indifferent,2020-09-05,20
video,fitness,cherish,2020-09-06,70
video,fitness,hate,2021-05-31,5
video,fitness,hate,2020-12-21,5
video,fitness,heart,2021-02-04,60
video,fitness,hate,2020-10-18,5
video,fitness,intrigued,2021-05-17,45
video,fitness,want,2021-02-21,70
video,fitness,cherish,2020-12-09,70
GIF,education,cherish,2021-03-15,70
GIF,education,heart,2020-07-09,60
GIF,education,interested,2020-10-05,30
GIF,education,like,2021-02-24,50
GIF,education,worried,2021-02-01,12
GIF,education,"super love",2021-01-23,75
GIF,education,cherish,2021-02-13,70
GIF,education,interested,2020-11-20,30
GIF,education,indifferent,2021-05-24,20
GIF,education,worried,2021-02-11,12
GIF,education,"super love",2021-05-30,75
GIF,education,dislike,2020-07-28,10
GIF,education,heart,2020-11-18,60
GIF,education,intrigued,2021-05-13,45
GIF,education,adore,2020-08-29,72
GIF,education,adore,2020-12-17,72
GIF,education,peeking,2020-08-17,35
GIF,education,interested,2020-12-13,30
GIF,education,scared,2020-06-25,15
GIF,education,hate,2021-01-19,5
GIF,education,like,2021-01-06,50
GIF,education,scared,2021-03-24,15
GIF,education,cherish,2020-11-20,70
GIF,education,love,2021-05-25,65
GIF,education,hate,2021-02-22,5
GIF,education,scared,2020-11-06,15
GIF,education,"super love",2020-11-28,75
GIF,education,intrigued,2020-12-12,45
photo,"public speaking",worried,2021-04-11,12
photo,"public speaking",adore,2020-09-07,72
photo,"public speaking",cherish,2020-06-25,70
photo,"public speaking",hate,2021-02-18,5
photo,"public speaking",worried,2021-01-26,12
photo,"public speaking",adore,2020-11-10,72
photo,"public speaking",like,2020-08-17,50
photo,"public speaking",love,2020-06-20,65
photo,"public speaking",peeking,2020-12-19,35
photo,"public speaking",want,2020-07-17,70
photo,"public speaking",dislike,2021-01-19,10
photo,"public speaking",dislike,2020-07-20,10
photo,"public speaking","super love",2021-04-05,75
photo,"public speaking",dislike,2021-01-10,10
photo,"public speaking",indifferent,2021-02-09,20
photo,"public speaking",want,2020-12-29,70
GIF,cooking,worried,2020-10-16,12
GIF,cooking,want,2020-06-20,70
GIF,cooking,indifferent,2020-08-31,20
GIF,cooking,adore,2021-05-24,72
GIF,cooking,scared,2020-07-14,15
GIF,cooking,want,2021-01-27,70
GIF,cooking,indifferent,2020-07-16,20
GIF,cooking,interested,2020-07-05,30
GIF,cooking,scared,2020-09-02,15
GIF,cooking,scared,2021-03-01,15
GIF,cooking,love,2020-09-11,65
GIF,cooking,"super love",2020-11-22,75
GIF,cooking,love,2021-04-20,65
GIF,cooking,"super love",2021-05-02,75
GIF,cooking,peeking,2021-04-08,35
GIF,cooking,like,2020-09-14,50
GIF,cooking,"super love",2020-09-13,75
GIF,cooking,like,2021-05-13,50
GIF,cooking,dislike,2020-07-29,10
GIF,cooking,hate,2020-12-05,5
GIF,cooking,dislike,2021-05-15,10
GIF,cooking,interested,2020-09-19,30
GIF,cooking,indifferent,2020-07-22,20
GIF,cooking,peeking,2020-09-23,35
GIF,cooking,"super love",2020-09-05,75
GIF,cooking,"super love",2021-04-08,75
GIF,cooking,hate,2021-01-17,5
GIF,cooking,indifferent,2020-10-23,20
GIF,cooking,"super love",2021-01-22,75
GIF,cooking,heart,2020-11-20,60
GIF,cooking,love,2020-11-16,65
GIF,cooking,like,2020-07-20,50
GIF,cooking,indifferent,2020-12-17,20
GIF,cooking,scared,2021-03-10,15
GIF,cooking,like,2020-08-19,50
GIF,cooking,like,2021-05-09,50
GIF,cooking,want,2020-11-03,70
GIF,cooking,dislike,2020-07-16,10
GIF,cooking,intrigued,2020-07-25,45
GIF,cooking,scared,2021-01-21,15
GIF,cooking,heart,2021-01-21,60
GIF,cooking,adore,2021-01-12,72
GIF,cooking,like,2020-06-21,50
audio,soccer,scared,2021-01-29,15
audio,soccer,peeking,2021-05-07,35
audio,soccer,heart,2020-08-25,60
audio,soccer,love,2020-09-06,65
audio,soccer,"super love",2020-09-04,75
audio,soccer,peeking,2021-02-18,35
GIF,food,like,2020-10-12,50
GIF,food,peeking,2021-01-21,35
GIF,food,worried,2021-02-04,12
GIF,food,want,2021-03-21,70
audio,animals,heart,2020-09-14,60
audio,animals,intrigued,2020-11-28,45
audio,animals,worried,2020-11-23,12
audio,animals,adore,2020-11-20,72
audio,animals,peeking,2020-11-23,35
audio,animals,heart,2020-06-25,60
audio,animals,cherish,2020-11-08,70
audio,animals,heart,2021-01-06,60
audio,animals,heart,2020-09-28,60
audio,animals,"super love",2020-08-19,75
audio,animals,hate,2021-02-10,5
audio,animals,dislike,2020-06-18,10
audio,animals,"super love",2020-11-15,75
audio,animals,hate,2020-12-08,5
audio,animals,hate,2020-11-28,5
audio,animals,want,2020-10-07,70
audio,animals,scared,2020-06-27,15
audio,animals,intrigued,2021-05-11,45
audio,animals,like,2020-09-04,50
audio,animals,love,2021-03-17,65
audio,animals,"super love",2020-07-25,75
audio,animals,love,2020-09-11,65
audio,animals,love,2020-11-18,65
audio,animals,intrigued,2021-03-28,45
audio,animals,heart,2021-05-21,60
audio,animals,interested,2020-06-21,30
audio,animals,cherish,2021-04-07,70
audio,animals,indifferent,2020-09-23,20
audio,animals,want,2020-07-06,70
audio,animals,indifferent,2020-12-02,20
audio,animals,like,2020-09-14,50
video,dogs,cherish,2020-11-01,70
video,dogs,heart,2021-06-07,60
video,dogs,indifferent,2020-10-24,20
photo,education,peeking,2020-07-24,35
photo,education,cherish,2021-02-28,70
photo,education,"super love",2021-05-27,75
